kirjastus_orig	kirjastus_standardized	N	min_time	max_time	min_time_st	max_time_st	standardizing_name	manual_verified
a.litvinova	a.litvinova	1	2011	2011	2011	2011	a.litvinova	""
a.loman	a.loman	1	1938	1938	1938	1938	a.loman	""
a.loo	a.loo	1	2006	2006	2006	2006	a.loo	""
a.loosjes pz.	a.loosjes pz.	4	1811	1815	1811	1815	a.loosjes pz.	""
a.lorenz	a.lorenz	1	2002	2002	2002	2002	a.lorenz	""
a.luck	a.luck	1	1900	1900	1900	1900	a.luck	""
a.lukas	a.lukas	1	1909	1909	1909	1909	a.lukas	""
a.lukjanov	a.lukjanov	1	1998	1998	1998	1998	a.lukjanov	""
a.läänelaid	a.läänelaid	2	2001	2002	2001	2002	a.läänelaid	""
a.lõhmus	a.lõhmus	2	1940	2008	1940	2008	a.lõhmus	""
a.m.jõesaar	a.m.jõesaar	2	2000	2007	2000	2007	a.m.jõesaar	""
a.m.luther	a.m.luther	3	1936	1940	1936	1940	a.m.luther	""
a.m.suurpere	a.m.suurpere	1	2012	2012	2012	2012	a.m.suurpere	""
a.m.tevahi	a.m.tevahi	1	2018	2018	2018	2018	a.m.tevahi	""
a.maasik	a.maasik	1	2007	2007	2007	2007	a.maasik	""
a.maastik	a.maastik	1	2009	2009	2009	2009	a.maastik	""
"a.maide kirj.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tööline"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a.maide kirj.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tööline"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1907	1907	1907	1907	"a.maide kirj.""tööline"	""
a.maiste	a.maiste	1	1934	1934	1934	1934	a.maiste	""
a.malt	a.malt	1	2018	2018	2018	2018	a.malt	""
a.mandre	a.mandre	1	2010	2010	2010	2010	a.mandre	""
a.maramaa	a.maramaa	3	1922	1922	1922	1922	a.maramaa	""
a.margk'i rmtkpl.	a.margk'i rmtkpl.	1	1905	1905	1905	1905	a.margk'i rmtkpl.	""
a.meister	a.meister	3	1930	2017	1930	2017	a.meister	""
a.meos	a.meos	2	2001	2009	2001	2009	a.meos	""
a.merilaid	a.merilaid	2	1938	1938	1938	1938	a.merilaid	""
a.mets	a.mets	2	1998	1998	1998	1998	a.mets	""
a.metsa	a.metsa	1	2015	2015	2015	2015	a.metsa	""
a.mickwitz	a.mickwitz	3	1911	1914	1911	1914	a.mickwitz	""
a.miidla	a.miidla	3	2008	2009	2008	2009	a.miidla	""
a.murd	a.murd	1	1930	1930	1930	1930	a.murd	""
a.mutli	a.mutli	1	1923	1923	1923	1923	a.mutli	""
a.mylius;	a.mylius;	1	1790	1790	1790	1790	a.mylius;	""
a.mäe	a.mäe	2	1997	2004	1997	2004	a.mäe	""
a.mägi	a.mägi	10	1925	1996	1925	1996	a.mägi	""
a.mäll	a.mäll	1	1940	1940	1940	1940	a.mäll	""
a.mändvere	a.mändvere	5	1935	1938	1935	1938	a.mändvere	""
a.mändvere a.lahe	a.mändvere a.lahe	1	1937	1937	1937	1937	a.mändvere a.lahe	""
a.mõttus	a.mõttus	1	1995	1995	1995	1995	a.mõttus	""
a.möldroo	a.möldroo	3	1928	1937	1928	1937	a.möldroo	""
a.mölter	a.mölter	1	2003	2003	2003	2003	a.mölter	""
a.n.	a.n.	2	1911	1939	1911	1939	a.n.	""
a.needo	a.needo	1	2003	2003	2003	2003	a.needo	""
a.nirgi	a.nirgi	1	2015	2015	2015	2015	a.nirgi	""
a.nirk	a.nirk	2	1932	1934	1932	1934	a.nirk	""
a.nisumaa	a.nisumaa	1	2011	2011	2011	2011	a.nisumaa	""
a.normak	a.normak	1	1935	1935	1935	1935	a.normak	""
a.nurk	a.nurk	2	1937	1939	1937	1939	a.nurk	""
a.nurmekivi	a.nurmekivi	1	2007	2007	2007	2007	a.nurmekivi	""
a.nõmmik	a.nõmmik	1	1935	1935	1935	1935	a.nõmmik	""
a.o.neufeldt	a.o.neufeldt	1	1893	1893	1893	1893	a.o.neufeldt	""
a.o.undritz	a.o.undritz	1	1912	1912	1912	1912	a.o.undritz	""
a.oberst	a.oberst	1	2011	2011	2011	2011	a.oberst	""
a.oebius	a.oebius	2	1929	1936	1929	1936	a.oebius	""
a.ohaka r.lahi	a.ohaka r.lahi	1	1934	1934	1934	1934	a.ohaka r.lahi	""
a.oit	a.oit	17	1888	1901	1888	1901	a.oit	""
a.oit'i rmtkpl.	a.oit'i rmtkpl.	1	1907	1907	1907	1907	a.oit'i rmtkpl.	""
a.ojalo	a.ojalo	1	2016	2016	2016	2016	a.ojalo	""
a.ojamaa	a.ojamaa	2	1999	2001	1999	2001	a.ojamaa	""
a.olkonen	a.olkonen	1	2017	2017	2017	2017	a.olkonen	""
a.ora	a.ora	1	1935	1935	1935	1935	a.ora	""
a.oraveer	a.oraveer	3	2009	2012	2009	2012	a.oraveer	""
a.org	a.org	28	1923	1929	1923	1929	a.org	""
a.otema	a.otema	1	1965	1965	1965	1965	a.otema	""
a.ots	a.ots	2	1945	2006	1945	2006	a.ots	""
a.paeglis	a.paeglis	1	2005	2005	2005	2005	a.paeglis	""
a.paesüld	a.paesüld	1	1999	1999	1999	1999	a.paesüld	""
a.paidla	a.paidla	1	1995	1995	1995	1995	a.paidla	""
a.paju	a.paju	6	1994	2006	1994	2006	a.paju	""
a.palgi	a.palgi	14	1935	1940	1935	1940	a.palgi	""
a.palmiste	a.palmiste	1	2014	2014	2014	2014	a.palmiste	""
a.pargi	a.pargi	1	1998	1998	1998	1998	a.pargi	""
a.parts	a.parts	1	1936	1936	1936	1936	a.parts	""
a.parve	a.parve	1	1930	1930	1930	1930	a.parve	""
a.pedone	a.pedone	1	1900	1900	1900	1900	a.pedone	""
a.peep	a.peep	1	1937	1937	1937	1937	a.peep	""
a.peet	a.peet	2	1895	1899	1895	1899	a.peet	""
a.pekarskaja	a.pekarskaja	1	2015	2015	2015	2015	a.pekarskaja	""
a.pert	a.pert	1	1896	1896	1896	1896	a.pert	""
a.petulai	a.petulai	3	1933	1934	1933	1934	a.petulai	""
a.pihlak	a.pihlak	7	1958	1968	1958	1968	a.pihlak	""
a.piile	a.piile	1	1938	1938	1938	1938	a.piile	""
a.piip	a.piip	1	1938	1938	1938	1938	a.piip	""
a.pilt	a.pilt	8	2003	2008	2003	2008	a.pilt	""
a.pilv	a.pilv	1	1996	1996	1996	1996	a.pilv	""
a.pink	a.pink	1	2009	2009	2009	2009	a.pink	""
a.pitk	a.pitk	1	2010	2010	2010	2010	a.pitk	""
a.plaks	a.plaks	1	2011	2011	2011	2011	a.plaks	""
a.podin	a.podin	2	1923	1925	1923	1925	a.podin	""
a.porri	a.porri	1	2008	2008	2008	2008	a.porri	""
a.porrmann	a.porrmann	1	1938	1938	1938	1938	a.porrmann	""
a.praakli	a.praakli	1	2010	2010	2010	2010	a.praakli	""
a.prangel	a.prangel	3	1997	2013	1997	2013	a.prangel	""
a.pranspill	a.pranspill	2	1928	1956	1928	1956	a.pranspill	""
a.priedenthal manavald	a.priedenthal manavald	2	2003	2003	2003	2003	a.priedenthal manavald	""
a.promet	a.promet	1	1931	1931	1931	1931	a.promet	""
a.prööm ja e.jürgen	a.prööm ja e.jürgen	1	1934	1934	1934	1934	a.prööm ja e.jürgen	""
a.pukk	a.pukk	1	1997	1997	1997	1997	a.pukk	""
a.pungits	a.pungits	1	2012	2012	2012	2012	a.pungits	""
a.purre	a.purre	1	2015	2015	2015	2015	a.purre	""
a.purri	a.purri	1	1923	1923	1923	1923	a.purri	""
a.päev	a.päev	1	1944	1944	1944	1944	a.päev	""
a.pärna	a.pärna	10	1998	2010	1998	2010	a.pärna	""
a.pärnamäe	a.pärnamäe	1	Inf	-Inf	Inf	-Inf	a.pärnamäe	""
a.pärtelpoeg	a.pärtelpoeg	1	2010	2010	2010	2010	a.pärtelpoeg	""
a.põldaru	a.põldaru	1	2006	2006	2006	2006	a.põldaru	""
a.põldma	a.põldma	1	2015	2015	2015	2015	a.põldma	""
a.põldmäe	a.põldmäe	3	1987	1990	1987	1990	a.põldmäe	""
a.põldsam	a.põldsam	2	2017	2017	2017	2017	a.põldsam	""
a.põllu	a.põllu	1	2016	2016	2016	2016	a.põllu	""
a.r.ilves annunziata	a.r.ilves annunziata	2	2011	2012	2011	2012	a.r.ilves annunziata	""
a.r.t.põllumajandusliit	a.r.t.põllumajandusliit	6	1928	1935	1928	1935	a.r.t.põllumajandusliit	""
a.raamot	a.raamot	1	1933	1933	1933	1933	a.raamot	""
a.raha raamatukauplus	a.raha raamatukauplus	1	1911	1911	1911	1911	a.raha raamatukauplus	""
a.raha rmtkpl.	a.raha rmtkpl.	1	1911	1911	1911	1911	a.raha rmtkpl.	""
a.rahmanova	a.rahmanova	1	2006	2006	2006	2006	a.rahmanova	""
a.rahula	a.rahula	1	1932	1932	1932	1932	a.rahula	""
a.rahuorg	a.rahuorg	1	2012	2012	2012	2012	a.rahuorg	""
a.rammo	a.rammo	1	2019	2019	2019	2019	a.rammo	""
a.rammul	a.rammul	1	1938	1938	1938	1938	a.rammul	""
a.rammul ja v.lembit	a.rammul ja v.lembit	1	1936	1936	1936	1936	a.rammul ja v.lembit	""
a.randviir	a.randviir	1	1991	1991	1991	1991	a.randviir	""
a.ratman	a.ratman	1	2016	2016	2016	2016	a.ratman	""
a.ratt	a.ratt	1	1937	1937	1937	1937	a.ratt	""
a.rattur	a.rattur	1	2006	2006	2006	2006	a.rattur	""
a.raud	a.raud	2	2011	2016	2011	2016	a.raud	""
a.raudkats	a.raudkats	1	1929	1929	1929	1929	a.raudkats	""
a.raudoja	a.raudoja	3	2009	2011	2009	2011	a.raudoja	""
a.rebane	a.rebane	2	2007	2013	2007	2013	a.rebane	""
a.rebas	a.rebas	2	2005	2011	2005	2011	a.rebas	""
a.reeben	a.reeben	1	1939	1939	1939	1939	a.reeben	""
a.reinhold	a.reinhold	1	1933	1933	1933	1933	a.reinhold	""
a.reinholdi raamatukauplus	a.reinholdi raamatukauplus	1	1929	1929	1929	1929	a.reinholdi raamatukauplus	""
a.reintam	a.reintam	1	1999	1999	1999	1999	a.reintam	""
a.reinvald	a.reinvald	2	1876	1882	1876	1882	a.reinvald	""
a.reitsak	a.reitsak	1	2007	2007	2007	2007	a.reitsak	""
a.rekkaro	a.rekkaro	1	2018	2018	2018	2018	a.rekkaro	""
a.remmel	a.remmel	2	1995	2016	1995	2016	a.remmel	""
a.rennit	a.rennit	3	1898	1904	1898	1904	a.rennit	""
a.renniti rmtkpl	a.renniti rmtkpl	1	1894	1894	1894	1894	a.renniti rmtkpl	""
a.riis	a.riis	1	1901	1901	1901	1901	a.riis	""
a.roop	a.roop	1	2011	2011	2011	2011	a.roop	""
a.roos	a.roos	8	1969	2008	1969	2008	a.roos	""
a.roovere	a.roovere	1	1999	1999	1999	1999	a.roovere	""
a.rose	a.rose	1	1883	1883	1883	1883	a.rose	""
a.rožkov	a.rožkov	1	2018	2018	2018	2018	a.rožkov	""
a.ruben	a.ruben	1	1994	1994	1994	1994	a.ruben	""
a.ruubas	a.ruubas	1	2013	2013	2013	2013	a.ruubas	""
a.rängel	a.rängel	1	1937	1937	1937	1937	a.rängel	""
a.rätsepso	a.rätsepso	1	2015	2015	2015	2015	a.rätsepso	""
a.rõigas	a.rõigas	1	2010	2010	2010	2010	a.rõigas	""
a.rõuk	a.rõuk	8	1924	1924	1924	1924	a.rõuk	""
a.rõõm	a.rõõm	2	2001	2002	2001	2002	a.rõõm	""
a.röömel	a.röömel	2	2018	2018	2018	2018	a.röömel	""
a.rüütlane	a.rüütlane	1	1938	1938	1938	1938	a.rüütlane	""
a.s.invest	a.s.invest	1	2015	2015	2015	2015	a.s.invest	""
a.s.p.a.usupuhastuse liikumise kirjandus	a.s.p.a.usupuhastuse liikumise kirjandus	1	1926	1926	1926	1926	a.s.p.a.usupuhastuse liikumise kirjandus	""
a.s.popovi nim.raadiotehnika elektroonika ja side teaduslik tehniline ühing	a.s.popovi nim.raadiotehnika elektroonika ja side teaduslik tehniline ühing	1	1973	1973	1973	1973	a.s.popovi nim.raadiotehnika elektroonika ja side teaduslik tehniline ühing	""
a.s.popovi nim.raadiotehnika elektroonika ja side teaduslik tehnilise ühingu eesti vabariiklik juhatus	a.s.popovi nim.raadiotehnika elektroonika ja side teaduslik tehnilise ühingu eesti vabariiklik juhatus	1	1973	1973	1973	1973	a.s.popovi nim.raadiotehnika elektroonika ja side teaduslik tehnilise ühingu eesti vabariiklik juhatus	""
a.saadik	a.saadik	1	2006	2006	2006	2006	a.saadik	""
a.saal	a.saal	1	1897	1897	1897	1897	a.saal	""
a.saar	a.saar	2	1904	1998	1904	1998	a.saar	""
a.saard	a.saard	1	2005	2005	2005	2005	a.saard	""
a.saarna	a.saarna	1	1936	1936	1936	1936	a.saarna	""
a.sagor	a.sagor	2	1911	1911	1911	1911	a.sagor	""
a.saks	a.saks	1	2014	2014	2014	2014	a.saks	""
a.salmin	a.salmin	3	1999	2005	1999	2005	a.salmin	""
a.salumäe	a.salumäe	1	2002	2002	2002	2002	a.salumäe	""
a.sarv	a.sarv	3	2000	2001	2000	2001	a.sarv	""
a.saunik	a.saunik	1	1927	1927	1927	1927	a.saunik	""
a.schenk	a.schenk	1	1905	1905	1905	1905	a.schenk	""
a.schmidt	a.schmidt	2	1824	1886	1824	1886	a.schmidt	""
a.schouten	a.schouten	1	1703	1703	1703	1703	a.schouten	""
a.schulz	a.schulz	2	1883	1885	1883	1885	a.schulz	""
a.seck	a.seck	1	1937	1937	1937	1937	a.seck	""
a.seemann	a.seemann	1	1922	1922	1922	1922	a.seemann	""
a.seemen	a.seemen	2	2004	2006	2004	2006	a.seemen	""
a.segasaar	a.segasaar	1	2011	2011	2011	2011	a.segasaar	""
a.seidelberg	a.seidelberg	28	1892	1913	1892	1913	a.seidelberg	""
a.seidelbergi raamatukauplus	a.seidelbergi raamatukauplus	1	1902	1902	1902	1902	a.seidelbergi raamatukauplus	""
a.sepp	a.sepp	6	1885	2014	1885	2014	a.sepp	""
a.seppern	a.seppern	3	2001	2018	2001	2018	a.seppern	""
a.seppo nimeline mtulk	a.seppo nimeline mtulk	1	1988	1988	1988	1988	a.seppo nimeline mtulk	""
a.sildna	a.sildna	1	2008	2008	2008	2008	a.sildna	""
a.sillaots	a.sillaots	1	2003	2003	2003	2003	a.sillaots	""
a.simon	a.simon	28	1656	1674	1656	1674	a.simon	""
a.simon.	a.simon.	1	1672	1672	1672	1672	a.simon.	""
a.siplane	a.siplane	3	2011	2018	2011	2018	a.siplane	""
a.sirendi	a.sirendi	8	2004	2018	2004	2018	a.sirendi	""
a.sirk	a.sirk	1	2017	2017	2017	2017	a.sirk	""
a.speek k.spirka	a.speek k.spirka	1	1935	1935	1935	1935	a.speek k.spirka	""
a.spindler	a.spindler	1	1919	1919	1919	1919	a.spindler	""
a.stahl	a.stahl	1	1937	1937	1937	1937	a.stahl	""
a.stern	a.stern	5	2014	2015	2014	2015	a.stern	""
a.sticinski	a.sticinski	1	1824	1824	1824	1824	a.sticinski	""
a.sticinsky	a.sticinsky	23	1823	1835	1823	1835	a.sticinsky	""
a.sticinsky ;	a.sticinsky ;	3	1826	1830	1826	1830	a.sticinsky ;	""
a.stieda	a.stieda	5	1879	1889	1879	1889	a.stieda	""
a.stuber	a.stuber	1	1886	1886	1886	1886	a.stuber	""
a.sulaoja	a.sulaoja	1	2003	2003	2003	2003	a.sulaoja	""
a.sulg	a.sulg	1	2001	2001	2001	2001	a.sulg	""
a.sults	a.sults	4	1879	1903	1879	1903	a.sults	""
a.sultz	a.sultz	1	1902	1902	1902	1902	a.sultz	""
a.suurkask	a.suurkask	66	1908	1933	1908	1933	a.suurkask	""
a.suurmaa	a.suurmaa	2	2001	2011	2001	2011	a.suurmaa	""
a.svirin	a.svirin	9	2002	2008	2002	2008	a.svirin	""
a.sõtšov	a.sõtšov	1	2004	2004	2004	2004	a.sõtšov	""
a.söderbäck	a.söderbäck	1	1973	1973	1973	1973	a.söderbäck	""
a.sügis	a.sügis	3	1996	2012	1996	2012	a.sügis	""
a.t.pihlak	a.t.pihlak	2	2008	2009	2008	2009	a.t.pihlak	""
a.taal	a.taal	1	1927	1927	1927	1927	a.taal	""
a.takkin	a.takkin	1	1995	1995	1995	1995	a.takkin	""
a.takking	a.takking	1	2012	2012	2012	2012	a.takking	""
a.tamm	a.tamm	5	2010	2017	2010	2017	a.tamm	""
a.tamme	a.tamme	2	2015	2018	2015	2018	a.tamme	""
a.tammemäe	a.tammemäe	2	1998	2016	1998	2016	a.tammemäe	""
a.tammerik	a.tammerik	1	1922	1922	1922	1922	a.tammerik	""
a.tammert	a.tammert	1	2007	2007	2007	2007	a.tammert	""
a.tammeveski	a.tammeveski	4	2003	2013	2003	2013	a.tammeveski	""
a.tammik	a.tammik	1	2010	2010	2010	2010	a.tammik	""
a.tammpere	a.tammpere	1	2010	2010	2010	2010	a.tammpere	""
a.tammsaar	a.tammsaar	1	1982	1982	1982	1982	a.tammsaar	""
a.tamrazjan	a.tamrazjan	2	2005	2016	2005	2016	a.tamrazjan	""
a.tamrazjan :	a.tamrazjan :	2	2016	2016	2016	2016	a.tamrazjan :	""
a.tander	a.tander	2	1908	1926	1908	1926	a.tander	""
a.tannbaum	a.tannbaum	2	1922	1928	1922	1928	a.tannbaum	""
a.tarand	a.tarand	1	2006	2006	2006	2006	a.tarand	""
a.targama	a.targama	1	Inf	-Inf	Inf	-Inf	a.targama	""
a.tarto	a.tarto	1	2008	2008	2008	2008	a.tarto	""
a.teder	a.teder	2	2003	2007	2003	2007	a.teder	""
a.teepere	a.teepere	1	2001	2001	2001	2001	a.teepere	""
a.teidearu	a.teidearu	2	2004	2007	2004	2007	a.teidearu	""
a.tekko	a.tekko	1	1930	1930	1930	1930	a.tekko	""
a.telg	a.telg	1	1900	1900	1900	1900	a.telg	""
a.telgi rmtkpl	a.telgi rmtkpl	1	1899	1899	1899	1899	a.telgi rmtkpl	""
a.tenno	a.tenno	11	1994	2016	1994	2016	a.tenno	""
a.teppand	a.teppand	2	2011	2015	2011	2015	a.teppand	""
a.tepper	a.tepper	1	2018	2018	2018	2018	a.tepper	""
a.tervasova	a.tervasova	1	1999	1999	1999	1999	a.tervasova	""
a.tetermann	a.tetermann	5	1894	1914	1894	1914	a.tetermann	""
a.tetsmann	a.tetsmann	2	2012	2012	2012	2012	a.tetsmann	""
a.tiidenberg	a.tiidenberg	1	2000	2000	2000	2000	a.tiidenberg	""
a.tiitus	a.tiitus	3	1948	1969	1948	1969	a.tiitus	""
a.tikka	a.tikka	2	1890	1891	1890	1891	a.tikka	""
a.tilgar	a.tilgar	1	2016	2016	2016	2016	a.tilgar	""
a.tint	a.tint	1	1908	1908	1908	1908	a.tint	""
a.tirmann	a.tirmann	1	1921	1921	1921	1921	a.tirmann	""
a.tohv	a.tohv	1	2008	2008	2008	2008	a.tohv	""
a.tolts	a.tolts	1	1999	1999	1999	1999	a.tolts	""
a.toom'i raamatukauplus	a.toom'i raamatukauplus	2	1919	1920	1919	1920	a.toom'i raamatukauplus	""
a.toome ja a.elbe	a.toome ja a.elbe	1	1929	1929	1929	1929	a.toome ja a.elbe	""
a.tooming	a.tooming	1	2006	2006	2006	2006	a.tooming	""
a.trilljärv	a.trilljärv	1	1924	1924	1924	1924	a.trilljärv	""
a.tsirna	a.tsirna	2	2014	2014	2014	2014	a.tsirna	""
a.tugev	a.tugev	4	1998	2006	1998	2006	a.tugev	""
a.tulvi	a.tulvi	1	2007	2007	2007	2007	a.tulvi	""
a.tuulberg	a.tuulberg	1	2006	2006	2006	2006	a.tuulberg	""
a.tuurand	a.tuurand	2	1999	2002	1999	2002	a.tuurand	""
a.täker	a.täker	5	1887	1938	1887	1938	a.täker	""
a.tõllasep'a raamatukauplus	a.tõllasep'a raamatukauplus	3	1917	1919	1917	1919	a.tõllasep'a raamatukauplus	""
a.tõllasepa rmtkpl.	a.tõllasepa rmtkpl.	1	1900	1900	1900	1900	a.tõllasepa rmtkpl.	""
a.tõllasepp	a.tõllasepp	40	1899	1919	1899	1919	a.tõllasepp	""
a.tõllasepp'a raamatukauplus	a.tõllasepp'a raamatukauplus	5	1908	1920	1908	1920	a.tõllasepp'a raamatukauplus	""
a.tõllassepp	a.tõllassepp	1	1897	1897	1897	1897	a.tõllassepp	""
a.tõnurist	a.tõnurist	6	1934	1939	1934	1939	a.tõnurist	""
a.tšumakov	a.tšumakov	2	2010	2010	2010	2010	a.tšumakov	""
a.urb	a.urb	1	1896	1896	1896	1896	a.urb	""
a.uro	a.uro	1	1940	1940	1940	1940	a.uro	""
a.urv	a.urv	3	1895	1897	1895	1897	a.urv	""
a.uustalu	a.uustalu	1	2011	2011	2011	2011	a.uustalu	""
a.vaarpuu	a.vaarpuu	1	2003	2003	2003	2003	a.vaarpuu	""
a.vabbe	a.vabbe	1	1920	1920	1920	1920	a.vabbe	""
a.vabo	a.vabo	1	2016	2016	2016	2016	a.vabo	""
a.vahter	a.vahter	1	2003	2003	2003	2003	a.vahter	""
a.valdmann	a.valdmann	4	1934	2012	1934	2012	a.valdmann	""
a.valdru	a.valdru	1	2009	2009	2009	2009	a.valdru	""
a.vallikivi	a.vallikivi	1	2003	2003	2003	2003	a.vallikivi	""
a.vannas	a.vannas	1	1925	1925	1925	1925	a.vannas	""
a.varustin	a.varustin	1	2000	2000	2000	2000	a.varustin	""
a.vaserik	a.vaserik	1	2001	2001	2001	2001	a.vaserik	""
a.veimeri nimeline võru gaasianalüsaatorite tehas	a.veimeri nimeline võru gaasianalüsaatorite tehas	1	1982	1982	1982	1982	a.veimeri nimeline võru gaasianalüsaatorite tehas	""
a.vender	a.vender	2	1931	2006	1931	2006	a.vender	""
a.ventsel	a.ventsel	2	1998	1999	1998	1999	a.ventsel	""
a.verner	a.verner	3	1935	1993	1935	1993	a.verner	""
a.viborg & co	a.viborg & co	1	1830	1830	1830	1830	a.viborg & co	""
a.viilma	a.viilma	10	2002	2008	2002	2008	a.viilma	""
a.viirlaid	a.viirlaid	2	1948	1949	1948	1949	a.viirlaid	""
a.vilde	a.vilde	1	1925	1925	1925	1925	a.vilde	""
a.vill	a.vill	1	1939	1939	1939	1939	a.vill	""
a.virro	a.virro	1	1946	1946	1946	1946	a.virro	""
a.vissel	a.vissel	1	2007	2007	2007	2007	a.vissel	""
a.volke	a.volke	1	2009	2009	2009	2009	a.volke	""
a.vomm	a.vomm	2	1971	1979	1971	1979	a.vomm	""
a.voronin	a.voronin	1	2001	2001	2001	2001	a.voronin	""
a.väärismaa	a.väärismaa	1	1937	1937	1937	1937	a.väärismaa	""
a.w.aerfeldt	a.w.aerfeldt	1	1880	1880	1880	1880	a.w.aerfeldt	""
a.wagner	a.wagner	2	1776	1777	1776	1777	a.wagner	""
a.weiss wendt	a.weiss wendt	1	1997	1997	1997	1997	a.weiss wendt	""
a.wilde	a.wilde	1	1923	1923	1923	1923	a.wilde	""
a.willmann	a.willmann	2	1950	1982	1950	1982	a.willmann	""
a.y.goldratt baltic	a.y.goldratt baltic	1	2005	2005	2005	2005	a.y.goldratt baltic	""
a.zejel	a.zejel	2	2002	2003	2002	2003	a.zejel	""
a.zelikovsky	a.zelikovsky	3	1934	1937	1934	1937	a.zelikovsky	""
a.zirkel	a.zirkel	1	2001	2001	2001	2001	a.zirkel	""
a.õim	a.õim	5	2002	2007	2002	2007	a.õim	""
a.õitspuu	a.õitspuu	1	2014	2014	2014	2014	a.õitspuu	""
a.õunapuu	a.õunapuu	1	2011	2011	2011	2011	a.õunapuu	""
a.šiškevitš	a.šiškevitš	2	1998	1998	1998	1998	a.šiškevitš	""
a.буш	a.буш	1	1909	1909	1909	1909	a.буш	""
a.ольгин	a.ольгин	1	2016	2016	2016	2016	a.ольгин	""
a.саматова	a.саматова	1	2009	2009	2009	2009	a.саматова	""
a/o hsh	a/o hsh	1	1990	1990	1990	1990	a/o hsh	""
"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""bos"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""bos"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	2	1991	1991	1991	1991	"a/s ""bos"	""
"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""kuva"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""kuva"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1992	1992	1992	1992	"a/s ""kuva"	""
"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""mehis"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""mehis"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1991	1991	1991	1991	"a/s ""mehis"	""
"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""rebellis"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""rebellis"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1992	1992	1992	1992	"a/s ""rebellis"	""
"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""susi"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""susi"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1991	1991	1991	1991	"a/s ""susi"	""
"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tensiid"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"a/s """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tensiid"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1991	1991	1991	1991	"a/s ""tensiid"	""
a/s aureko	a/s aureko	1	1991	1991	1991	1991	a/s aureko	""
a/s peipsi	a/s peipsi	1	1991	1991	1991	1991	a/s peipsi	""
a/s.tartu pärmivabriku vesiravila	a/s.tartu pärmivabriku vesiravila	1	1926	1926	1926	1926	a/s.tartu pärmivabriku vesiravila	""
aa hooldekodu	aa hooldekodu	1	2007	2007	2007	2007	aa hooldekodu	""
aabitsakukk	aabitsakukk	10	2007	2018	2007	2018	aabitsakukk	""
aabs	aabs	3	1979	2007	1979	2007	aabs	""
aade	aade	11	2012	2019	2012	2019	aade	""
aade av	aade av	4	2010	2015	2010	2015	aade av	""
aak	aak	10	1959	1964	1959	1964	aak	""
aalborg university press	aalborg university press	1	1998	1998	1998	1998	aalborg university press	""
aare	aare	1	1930	1930	1930	1930	aare	""
